row	json_tc_id	json_req_id	F_0907	D_0907	n_diff_vs_json	diff_cols_vs_json	diff_noncorpus_cols_vs_rowsort
163	NR1L-ComfortHMI-401	SWE1-HVAC-032-01	NR1L-ComfortHMI-153	SWE1-HVAC-032-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
164	NR1L-ComfortHMI-402	SWE1-HVAC-032-01	NR1L-ComfortHMI-154	SWE1-HVAC-032-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
165	NR1L-ComfortHMI-281	SWE1-HVAC-032-02	NR1L-ComfortHMI-155	SWE1-HVAC-032-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
166	NR1L-ComfortHMI-282	SWE1-HVAC-032-03	NR1L-ComfortHMI-156	SWE1-HVAC-032-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
167	NR1L-ComfortHMI-283	SWE1-HVAC-032-04	NR1L-ComfortHMI-157	SWE1-HVAC-032-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
168	NR1L-ComfortHMI-403	SWE1-HVAC-032-04	NR1L-ComfortHMI-158	SWE1-HVAC-032-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
169	NR1L-ComfortHMI-284	SWE1-HVAC-033-01	NR1L-ComfortHMI-159	SWE1-HVAC-033-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
170	NR1L-ComfortHMI-404	SWE1-HVAC-033-01	NR1L-ComfortHMI-160	SWE1-HVAC-033-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
171	NR1L-ComfortHMI-285	SWE1-HVAC-033-02	NR1L-ComfortHMI-161	SWE1-HVAC-033-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
172	NR1L-ComfortHMI-286	SWE1-HVAC-033-03	NR1L-ComfortHMI-162	SWE1-HVAC-033-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
173	NR1L-ComfortHMI-287	SWE1-HVAC-033-04	NR1L-ComfortHMI-163	SWE1-HVAC-033-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
174	NR1L-ComfortHMI-288	SWE1-HVAC-034-01	NR1L-ComfortHMI-164	SWE1-HVAC-034-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
175	NR1L-ComfortHMI-289	SWE1-HVAC-034-02	NR1L-ComfortHMI-165	SWE1-HVAC-034-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
176	NR1L-ComfortHMI-290	SWE1-HVAC-034-03	NR1L-ComfortHMI-166	SWE1-HVAC-034-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
177	NR1L-ComfortHMI-291	SWE1-HVAC-034-04	NR1L-ComfortHMI-167	SWE1-HVAC-034-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
178	NR1L-ComfortHMI-292	SWE1-HVAC-034-05	NR1L-ComfortHMI-168	SWE1-HVAC-034-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
179	NR1L-ComfortHMI-293	SWE1-HVAC-035-01	NR1L-ComfortHMI-169	SWE1-HVAC-035-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
180	NR1L-ComfortHMI-294	SWE1-HVAC-035-02	NR1L-ComfortHMI-170	SWE1-HVAC-035-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
181	NR1L-ComfortHMI-295	SWE1-HVAC-035-03	NR1L-ComfortHMI-171	SWE1-HVAC-035-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
182	NR1L-ComfortHMI-296	SWE1-HVAC-036-01	NR1L-ComfortHMI-172	SWE1-HVAC-036-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
183	NR1L-ComfortHMI-405	SWE1-HVAC-036-01	NR1L-ComfortHMI-173	SWE1-HVAC-036-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
184	NR1L-ComfortHMI-406	SWE1-HVAC-036-01	NR1L-ComfortHMI-174	SWE1-HVAC-036-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
185	NR1L-ComfortHMI-297	SWE1-HVAC-036-02	NR1L-ComfortHMI-175	SWE1-HVAC-036-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
186	NR1L-ComfortHMI-298	SWE1-HVAC-036-03	NR1L-ComfortHMI-176	SWE1-HVAC-036-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
187	NR1L-ComfortHMI-299	SWE1-HVAC-036-04	NR1L-ComfortHMI-177	SWE1-HVAC-036-04	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
188	NR1L-ComfortHMI-300	SWE1-HVAC-036-05	NR1L-ComfortHMI-178	SWE1-HVAC-036-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
189	NR1L-ComfortHMI-407	SWE1-HVAC-036-05	NR1L-ComfortHMI-179	SWE1-HVAC-036-05	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
190	NR1L-ComfortHMI-301	SWE1-HVAC-037	NR1L-ComfortHMI-180	SWE1-HVAC-037	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
191	NR1L-ComfortHMI-302	SWE1-HVAC-038-01	NR1L-ComfortHMI-181	SWE1-HVAC-038-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
192	NR1L-ComfortHMI-303	SWE1-HVAC-038-02	NR1L-ComfortHMI-182	SWE1-HVAC-038-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
193	NR1L-ComfortHMI-459	SWE1-HVAC-039	NR1L-ComfortHMI-183	SWE1-HVAC-039	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
194	NR1L-ComfortHMI-367	SWE1-HVAC-040-01	NR1L-ComfortHMI-184	SWE1-HVAC-040-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
195	NR1L-ComfortHMI-408	SWE1-HVAC-040-01	NR1L-ComfortHMI-185	SWE1-HVAC-040-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
196	NR1L-ComfortHMI-409	SWE1-HVAC-040-01	NR1L-ComfortHMI-186	SWE1-HVAC-040-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
197	NR1L-ComfortHMI-368	SWE1-HVAC-040-02	NR1L-ComfortHMI-187	SWE1-HVAC-040-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
198	NR1L-ComfortHMI-369	SWE1-HVAC-041	NR1L-ComfortHMI-188	SWE1-HVAC-041	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
199	NR1L-ComfortHMI-370	SWE1-HVAC-042-01	NR1L-ComfortHMI-189	SWE1-HVAC-042-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
200	NR1L-ComfortHMI-371	SWE1-HVAC-042-02	NR1L-ComfortHMI-190	SWE1-HVAC-042-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
201	NR1L-ComfortHMI-372	SWE1-HVAC-042-03	NR1L-ComfortHMI-191	SWE1-HVAC-042-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
202	NR1L-ComfortHMI-373	SWE1-HVAC-043	NR1L-ComfortHMI-192	SWE1-HVAC-043	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
203	NR1L-ComfortHMI-067	SWE1-HVAC-044-01	NR1L-ComfortHMI-193	SWE1-HVAC-044-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
204	NR1L-ComfortHMI-081	SWE1-HVAC-044-02	NR1L-ComfortHMI-194	SWE1-HVAC-044-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
205	NR1L-ComfortHMI-068	SWE1-HVAC-045	NR1L-ComfortHMI-195	SWE1-HVAC-045	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
206	NR1L-ComfortHMI-069	SWE1-HVAC-046	NR1L-ComfortHMI-196	SWE1-HVAC-046	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
207	NR1L-ComfortHMI-070	SWE1-HVAC-047	NR1L-ComfortHMI-197	SWE1-HVAC-047	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
208	NR1L-ComfortHMI-460	SWE1-HVAC-047	NR1L-ComfortHMI-198	SWE1-HVAC-047	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
209	NR1L-ComfortHMI-071	SWE1-HVAC-048-01	NR1L-ComfortHMI-199	SWE1-HVAC-048-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
210	NR1L-ComfortHMI-072	SWE1-HVAC-048-02	NR1L-ComfortHMI-200	SWE1-HVAC-048-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
211	NR1L-ComfortHMI-073	SWE1-HVAC-048-03	NR1L-ComfortHMI-201	SWE1-HVAC-048-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
212	NR1L-ComfortHMI-074	SWE1-HVAC-049-01	NR1L-ComfortHMI-202	SWE1-HVAC-049-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
213	NR1L-ComfortHMI-075	SWE1-HVAC-049-02	NR1L-ComfortHMI-203	SWE1-HVAC-049-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
214	NR1L-ComfortHMI-076	SWE1-HVAC-050	NR1L-ComfortHMI-204	SWE1-HVAC-050	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
215	NR1L-ComfortHMI-077	SWE1-HVAC-051	NR1L-ComfortHMI-205	SWE1-HVAC-051	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
216	NR1L-ComfortHMI-078	SWE1-HVAC-052	NR1L-ComfortHMI-206	SWE1-HVAC-052	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
217	NR1L-ComfortHMI-079	SWE1-HVAC-053-01	NR1L-ComfortHMI-207	SWE1-HVAC-053-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
218	NR1L-ComfortHMI-080	SWE1-HVAC-053-02	NR1L-ComfortHMI-208	SWE1-HVAC-053-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
219	NR1L-ComfortHMI-304	SWE1-HVAC-054-01	NR1L-ComfortHMI-209	SWE1-HVAC-054-01	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
220	NR1L-ComfortHMI-305	SWE1-HVAC-054-02	NR1L-ComfortHMI-210	SWE1-HVAC-054-02	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
221	NR1L-ComfortHMI-306	SWE1-HVAC-054-03	NR1L-ComfortHMI-211	SWE1-HVAC-054-03	2	G,P	C,E,O,T,U,V,W,X,Y,Z,AA
