lid	sheet	row	function	atlantis_high_signal	atlantis_high_can	atlantis_high_format	atlantis_signal	atlantis_can	atlantis_format	usage_comment	group_label_at_15	flags
Configuration_Families	Proxi & Configuration	0	Configuration Families				Configuration_Families	PROXI	0 = Invalid 1 = 200km SEDAN Entry RoW BEV 2 = 200km SEDAN RoW BEV 3 = 400km SEDAN RoW BEV 4 = 200km CABRIO RoW BEV 5 = 400km CABRIO RoW BEV 51 = 200km SEDAN NAFTA BEV 52 = 400km SEDAN NAFTA BEV # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
Connected_Services_Presence	Proxi & Configuration	0					Connected_Services_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Cooled_Seats	Proxi & Configuration	0	Cooled Seat Presence				Cooled_Seats	PROXI	See Proxi Table		Atlantis & Atlantis High	ATL_HIGH_EMPTY|SEE_PROXI_TABLE
Country_Code	Proxi & Configuration	0	Country Code				Car_Configuration_16.Country_Code	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
CPD	Proxi & Configuration	0	ANC Calibration Parameter Dataset				<ANC Calibration Parameter Dataset>	PROXI	2-Byte Value = ID Number		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Creep_Present	Proxi & Configuration	0	PROXI Parameter defining presence of xEV Creep setting				Creeping_Feature	PROXI	See proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DAB_Presence	Proxi & Configuration	0	DAB/DMB present				DAB_Presence	PROXI	Proxi: DAB_Presence 0= Absent 1= Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DCM_DPresent	Proxi & Configuration	0	Door Control Module Driver (1=present)				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
DCM_PPresent	Proxi & Configuration	0	DCM Pass Present				CAN node 17 (PDM)				Atlantis & Atlantis High	ATL_HIGH_EMPTY
DCM_RLPresent	Proxi & Configuration	0	DCM RL Present								Atlantis & Atlantis High	
DCM_RRPresent	Proxi & Configuration	0	DCM RR Present								Atlantis & Atlantis High	
DCSD_cfg	Proxi & Configuration	0	DCSD Present				CAN node 31 (DCSD)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DEFROST_Cfg	Proxi & Configuration	0					DEFROST_Cfg	PROXI	0 = Front Defrost 1 = MAX Defrost		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DEFROST_MODE_PRSNT_cfg	Proxi & Configuration	0	Rear Heated Window and/or Heated Mirror present								Atlantis & Atlantis High	
Digital_Key_Present	Proxi & Configuration	0	Feature present				Digital_Key_Present	PROXI	See proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Displacement	Proxi & Configuration	0					Engine_Type	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
Driver_Power_Seat_Variants	Proxi & Configuration	0	Power Seat Variant				Driver_Power_Seat_Variants	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
DriverSide	Proxi & Configuration	0	Left/right hand drive configuration				Car_Configuration_1.Driver_Side	PROXI	0 = Left Side 1 = Right Side		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DriveStyleSelector_presence	Proxi & Configuration	0					Drive_Style_Selector	PROXI	0 = Absent 1 = Drive Selector 2 = Terrain Selector	The required Proxi parameter shall be added for Atlantis architecture and for SR23 CFTS102 implementation	Atlantis & Atlantis High	ATL_HIGH_EMPTY
DrowsyDriverAlert_presence	Proxi & Configuration	0					Driver_Drowsy_Alert	PROXI	0 = Absent 1 = Present on VP 2 = Present on IPC 3 = Present on IPC and VP	The required Proxi parameter shall be added for Atlantis architecture and for SR23 CFTS102 implementation	Atlantis & Atlantis High	ATL_HIGH_EMPTY
DSBL_CD_EJCT	Proxi & Configuration	0	disable disc eject				n/a		Proxi:		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Dsbl_Nav_Lkout	Proxi & Configuration	0	Disable Navigation lockout				n/a		see <Navigation Driver Distraction Lockout Disabled> parameter for the market destination in the market config doc		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DSM_Presence	Proxi & Configuration	0					CAN node 18	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DSP_SK_PRSNT	Proxi & Configuration	0					Display_OFF_SoftKey_Prsnt				Atlantis & Atlantis High	ATL_HIGH_EMPTY
DSP_SK_PRSNT	Proxi & Configuration	0	Display off soft key present				Display_OFF_SoftKey	PROXI	See Proxi Table		Atlantis & Atlantis High	ATL_HIGH_EMPTY|SEE_PROXI_TABLE
DTV_FrntCam_PRSNT	Proxi & Configuration	0	DTV Front Camera Present				DTV_Front_Cam_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DTV_PRSNT_NC	Proxi & Configuration	0	Non-CAN DTV module present				Digital_Television_Feature		0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
DTV_SideCam_PRSNT	Proxi & Configuration	0	DTV Side Camera Present				DTV_Side_Cam_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
E_Coasting_Adjustable_Levels	Proxi & Configuration	0	PROXI Parameter defining number of e-Coasting Levels (if set to none, feature is not present) 2-5 Levels possible				E_Coasting_Adjustable_Levels	PROXI	See proxi	As of V1.43, Atlantis High Proxi is in process so actual parameter name may change.	Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_AudTel1A	Proxi & Configuration	0	Audio and telematics ecu configuration 1A				N/A				Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_AudTel1B	Proxi & Configuration	0	Audio and telematics ecu configuration 1B				Not Applicable	N/A	N/A		Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_AudTel2	Proxi & Configuration	0	Audio and telematics ecu configuration 2				Not Applicable	N/A	N/A		Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_Cluster1A	Proxi & Configuration	0	Cluster configuration				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_ECUCfg16_Stat	Proxi & Configuration	0	ECU16 config status				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_ECUCfg3_Stat	Proxi & Configuration	0	ECU Configuration messages status 3				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
EC_Mirror_HK_Prsnt	Proxi & Configuration	0	EC Mirror Hard Key present				EC_Mirror_Hard_Button_Present	PROXI	See Proxi Table		Atlantis & Atlantis High	ATL_HIGH_EMPTY|SEE_PROXI_TABLE
Ecall_Button_Config	Proxi & Configuration	0					Ecall_Button_Config	PROXI	0 = Absent 1 = Hardwired 2 = Virtual (CAN/LIN) 3 = Hardwire - only TBM call # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
Ecall_Button_Variant	Proxi & Configuration	0	SOS/Help Text swap				Ecall_Button_Variant	PROXI	0 = SOS 1 = Help		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Emission_Regulation_Type	Proxi & Configuration	0	Configuration Parameter for Euro7				PROXI: Emission_Regulation_Type	PROXI	0 - Absent 1 - Euro7		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Engine_Torque_MAX	Proxi & Configuration	0	See proxi file				Engine_Torque_Parameter_MAX	PROXI	See Proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
EngineAspiration	Proxi & Configuration	0					Engine_Type	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
ETCM_Present	Proxi & Configuration	0					CAN node 95 (ITBM/ITCM)	PROXI	See Proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
External_LTE_Diversity_Antenna	Proxi & Configuration	0					External_LTE_Diversity_Antenna	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
External_Port_Type	Proxi & Configuration	0	External Port Type				External_Port_Type	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
External_Speaker_Presence	Proxi & Configuration	0					External_Speaker_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
FM2_Presence	Proxi & Configuration	0	Antenna type (secondary only)				FM2_Presence	PROXI	Proxi: FM2_Presence 0= Absent 1= Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
FPDM_Present	Proxi & Configuration	0	FPDM Present				CAN node 91 (FPDM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Fuel_Cell_Presence	Proxi & Configuration	0	Feature present				Fuel_Cell_Presence	PROXI	See Proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
FuelCapacity	Proxi & Configuration	0	Fuel capacity				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
FuelType	Proxi & Configuration	0	Fuel type				Fuel_Type	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
Full_Automatic_Parking_System	Proxi & Configuration	0	ParkAssist - Full Automatic Parking System				Semi_Automatic_Parking_System	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Geolocalization_Menu_Presence	Proxi & Configuration	0					Geolocation_Menu	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
GLOVEBOX_SK_PRSNT	Proxi & Configuration	0					Glove_Box_Lock			Atlantis for M240	Atlantis & Atlantis High	ATL_HIGH_EMPTY
GPS_Presence	Proxi & Configuration	0	GPS Antenna Present				GPS_Presence	PROXI	Proxi: GPS_Presence 0= Absent 1= Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
HALFPresent	Proxi & Configuration	0	HALF Module Present				EOL node 30 (HALF)	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
Head_Unit_Screen_Size	Proxi & Configuration	0					Radio_Display_Type	PROXI	"0 = Absent 1 = 7"" 1280x768 2 = 8.4"" 1024x768 3 = 10.1"" 1920x1200 Lanscape 4 = 10.1"" 1200x1920 Portrait 5 = 10.25"" 1920x720 6 = 12"" 1920x1200 Landscape 7 = 12"" 1200x1920 Portrait 8 = 12.3"" 1920x720 9 = 14.46"" 1024x1920 AUO 10 = 14.6 Neo QLED(1920x1080) 11 = 10.1"" 1920x1200 CSOT LCD 12 = 12.3"" 1920x720 INCell CSOT 13 = 12.3"" 1920x720 AUO 2 14 = 13.7"" 2048x1712 15= 12.3"" 1920x720 T2"		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Heated_Mirror_cfg	Proxi & Configuration	0	Heated_Mirror present				Car_Configuration_2.Heated_Mirror	CAN-B	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Heated_Seat_Levels	Proxi & Configuration	0	Heated Seat Levels				Heated_Seat_Levels	PROXI	See Proxi Table		Atlantis & Atlantis High	ATL_HIGH_EMPTY|SEE_PROXI_TABLE
Heated_Seats	Proxi & Configuration	0	Heated Seat Presence				Heated_Seats	PROXI	See Proxi Table		Atlantis & Atlantis High	ATL_HIGH_EMPTY|SEE_PROXI_TABLE
Heated_Steering_Levels	Proxi & Configuration	0					Heated_Steering_Wheel_Levels	PROXI	0 = 1 Level 1 = 2 Levels 2 = 3 Levels # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
Heated_Steering_Levels	Proxi & Configuration	0					Heated_Steering_Wheel_Levels	PROXI	0 = 1 Level 1 = 2 Levels 2 = 3 Levels # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
Heated_Steering_Wheel	Proxi & Configuration	0	Heated Steering Wheel Presence				Heated_Steering_Wheel	PROXI	See Proxi Table		Atlantis & Atlantis High	ATL_HIGH_EMPTY|SEE_PROXI_TABLE
HillDescent	Proxi & Configuration	0	Hills Descent Present				Hill_Descendent_Control				Atlantis & Atlantis High	ATL_HIGH_EMPTY
HV_Battery_Pack	Proxi & Configuration	0	See proxi file				HV_Battery_Pack	PROXI	See Proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
HVAC_AUTO_ECO_Mode	Proxi & Configuration	0	Feature present				HVAC_AUTO_ECO_Mode	PROXI	0 = Absent 1 = Present	As of V1.45, Atlantis High proxi is in process so actual proxi name may change.	Atlantis & Atlantis High	ATL_HIGH_EMPTY
Hybrid_Type	Proxi & Configuration	0	Type of hybrid vehicle				Hybrid_Type		0 = Not Applicable 1 = Battery Electric Vehicle 2 = Hybrid Electric Vehicle 3 = Plugin Hybrid Electric Vehicle 4 = 48V Belt Start Generator 5 = 12V Belt Start Generator 6 = REPB 7 = Fuel Cell Electric Vehicle # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
ICSPresent	Proxi & Configuration	0	Integrated Center Stack Module (1=present)				Can Configuration.CAN node 50 (ICS)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Independent_Rear_Fan	Proxi & Configuration	0	Independent Rear Blower presence				Rear_Blower Indipendent_Rear_Fan	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Int_CAM_PRSNT	Proxi & Configuration	0					Interior_Monitoring_Camera	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
INTERCOM_PRESENT	Proxi & Configuration	0								Exact ECU config message and signal will be provided	Atlantis & Atlantis High	
Intersection_Collision_Assist	Proxi & Configuration	0	Intersection Collision Assist				Intersection_Collision_Assist	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
ITBMPresence	Proxi & Configuration	0	ITBM present				CAN node 95	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
IVW_presence	Proxi & Configuration	0					Wizard_Feature	PROXI	0 = Off 1 = Present on TLM 2 = Present on IPC 3 = Present on IPC and TLM	The required Proxi parameter shall be added for Atlantis architecture and for SR23 CFTS102 implementation	Atlantis & Atlantis High	ATL_HIGH_EMPTY
Lane_Assist	Proxi & Configuration	0	Active Lane Management				Lane_Assist	PROXI	0 = Not Present 1 = Lane Departure Warning 2 = Lane Departure Warning + Lane Keep Assist 3 = Active Lane Management		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Market_Area	Proxi & Configuration	0					Market_Area	PROXI	0 = NAFTA 1 = EMEA 2 = LATAM 3 = APAC	The required Proxi parameter shall be added for Atlantis architecture and for SR23 CFTS102 implementation	Atlantis & Atlantis High	ATL_HIGH_EMPTY
Memory_Seat_Feature_Presence	Proxi & Configuration	0	Feature present								Atlantis & Atlantis High	
Memory_Seat_Positions	Proxi & Configuration	0	Proxi parameter to define the number of Memory Seat Positions				Memory_Seat_Positions	PROXI	0- two memory seat positions 1- three memory seat positions 2- four memory seat positions 3- five memory seat positions		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Memory_Seat_Presence	Proxi & Configuration	0					Memory_System	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
MicrophoneAcousticCharacteristics	Proxi & Configuration	0	Defines acoustic characterstics of the Microphone.				PROXI: Infotainment_Configuration_8.Microphone_Type		0 = Peiker 300mV 1 = Type 2 2 = Type 3 3 = Type 4		Atlantis & Atlantis High	ATL_HIGH_EMPTY
MicrophoneQuantity	Proxi & Configuration	0	Defines how many Microphones are present.				PROXI: Infotainment_Configuration_7.Microphone_Configuration		0 = 1 Microphone 1 = 2 Microphones		Atlantis & Atlantis High	ATL_HIGH_EMPTY
MicrophoneTuningSet	Proxi & Configuration	0	Defines which set of Microphone Tuning data is to be used.				PROXI: Infotainment_Configuration_5.Microphone_Tuning_Parameter		0 = Absent 1 = Mic Tuning set 1		Atlantis & Atlantis High	ATL_HIGH_EMPTY
MIM_PRESENCE	Proxi & Configuration	0	Feature present				EOL node MIM	PROXI	See proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Model_Equipement	Proxi & Configuration	0					Model_Equipement	PROXI	See Proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NAV_Presence	Proxi & Configuration	0					NAV_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NET_CFG_INT	Proxi & Configuration	0	NET_CFG_INT				PROXI		ATLANTIS		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NET_CFG_PT	Proxi & Configuration	0	NET_CFG_PT				PROXI		ATLANTIS		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NET_CFG_STAT_INT	Proxi & Configuration	0	Network configuration status				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
NET_CFG_STAT_PT	Proxi & Configuration	0	Network configuration status for powertrain bus				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_ADCM	Proxi & Configuration	0	Active Dampening Control Present				CANnode37(DCM/ADCM)	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_ASBS	Proxi & Configuration	0	Network Config for ASBS				CAN node 54 (ASBS)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_ASCM	Proxi & Configuration	0	Network Config for ASCM				CAN node 27 (ASM/ASCM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_DCSD	Proxi & Configuration	0									Atlantis & Atlantis High	
NetCfg_DTCM	Proxi & Configuration	0	Network Config for DTCM				CAN node 67 (DTCM)	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_DVD_CDM	Proxi & Configuration	0	In-dash DVD player Module (1=present)				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_ELSD	Proxi & Configuration	0	Network Config for ELSD				CAN node 105 (ELSDM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_EPS	Proxi & Configuration	0	EPS Present				CAN node 2 (EPS)	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_HCP	Proxi & Configuration	0	vehicle is PHEV								Atlantis & Atlantis High	
NetCfg_PPIM	Proxi & Configuration	0	Feature present				CAN Node 71 (PPIM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_PTCM	Proxi & Configuration	0									Atlantis & Atlantis High	
NetCfg_TCM	Proxi & Configuration	0	Automatic Transmission Controller (1=present)				CAN node 11 (MTA/TCM/DCTM)	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_VES2_I	Proxi & Configuration	0	Video Entertainment System Screen 2 Module (1=present)				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_VES3_I	Proxi & Configuration	0	Video Entertainment System Screen 1 Module (1=present)				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_VRM	Proxi & Configuration	0	Video Routimg Module Present				CAN node 127 (VRM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NetCfg_VSIM	Proxi & Configuration	0	Vehicle System Interface Module (1=present)				PROXI				Atlantis & Atlantis High	ATL_HIGH_EMPTY
Number_Of_Doors	Proxi & Configuration	0	PROXI parameter that defines Number of Doors on the vehicle				Car_Configuration_11.Number_Of_Doors	PROXI	0 = No doors (Special Version) 1 = 2 Doors 2 = 3 Doors 3 = 4 Doors		Atlantis & Atlantis High	ATL_HIGH_EMPTY
NumberOfVoiceRecognitionButtons	Proxi & Configuration	0	Defines how many Steering Wheel buttons can be used to activate / deactivate Voice Recognition.				PROXI: Infotainment_Configuration_8.Voice_Recognition_Activation		0 = 1 Button 1 = 2 Buttons		Atlantis & Atlantis High	ATL_HIGH_EMPTY
OC_Dsbl	Proxi & Configuration	0	Open Circuit Disable for ANC				<Speaker>_Open_Circuit_Disable - RF/RR/LF/LR	PROXI	1-Bit 0 = Enable DTC 1 = Disable DTC		Atlantis & Atlantis High	ATL_HIGH_EMPTY
OCM_Present	Proxi & Configuration	0	Occupant Classification Module present				CAN node 78 (OCM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
OFFroad_Camera	Proxi & Configuration	0	Off Road camera present				Forward_Facing_Camera	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
OFFRoadModePrsnt	Proxi & Configuration	0	Off Road Plus mode present				Not Applicable				Atlantis & Atlantis High	ATL_HIGH_EMPTY
PAMConfiguration	Proxi & Configuration	0	PAM Configuration on vehicle				PAM_Configuration	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
PANIC	Proxi & Configuration	0					PANIC	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Park_Assist_Volume_Strategy	Proxi & Configuration	0					Park_Assist_Volume_Strategy	PROXI	0 = Customer Selectable Setting 1 = Gear Position Based		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Park_With_Stop	Proxi & Configuration	0	ParkSense				Park_With_Stop	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Phone_As_A_Key	Proxi & Configuration	0	Feature present				Phone_As_A_Key	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Police_cfg	Proxi & Configuration	0	LD Pursuit present								Atlantis & Atlantis High	
Proxi_External_Temperature_Sensor	Proxi & Configuration	0	Display outside temperature present				PROXI			B and C CAN Present	Atlantis & Atlantis High	ATL_HIGH_EMPTY
Proxi_Rain_Sensor	Proxi & Configuration	0	Rain sensor present				PROXI			B and C CAN Present	Atlantis & Atlantis High	ATL_HIGH_EMPTY
PTCM_Present	Proxi & Configuration	0					CAN node 101 (PTCM)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
PWR_INV_PRSNT	Proxi & Configuration	0					Power_Inverter_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
QVPM_Configuration	Proxi & Configuration	0	Signal for determining Quiet Vehicle Pedestrian module setup				QVPM_Configuration	PROXI	0 = Absent 1 = Present Front 2 = Present Rear 3 = Present Front And Rear		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Rear_Heated_Window_cfg	Proxi & Configuration	0	Rear Heated Window present				Car_Configuration_5.Rear_Heated_Window	CAN-B	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Rear_HVAC_cfg	Proxi & Configuration	0	Rear HVAC Present				CAN node 120 (ECC_Rear) Rear_Climate	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Rear_ICS_cfg	Proxi & Configuration	0	Rear ICS Present								Atlantis & Atlantis High	
Rear_Screens_Present	Proxi & Configuration	0	Rear Seat Entertainment Present/Absent				Rear_Screens_Present	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Regulation_Type	Proxi & Configuration	0	Identifies GSR markets/countries (and future types).				Regulation_Type	PROXI	0 = Absent 1 = GSR Variant 2 = Type 2		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Remote_Headlights Feature	Proxi & Configuration	0									Atlantis & Atlantis High	
Remote_Start_cfg	Proxi & Configuration	0	Remote Start Configuration (1=present)				Car_Configuration_17.Remote_start	CAN-B	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Remote_USB_Port_Present	Proxi & Configuration	0					Remote_USB_Port_Present		0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Reverse_Mute_Enable	Proxi & Configuration	0					Reverse_Mute_Enable	PROXI	0 = Disable 1 = Enable		Atlantis & Atlantis High	ATL_HIGH_EMPTY
RVC_SK_PRSNT	Proxi & Configuration	0	Rear Camera soft key present				Rear_View_Camera Rear_View_Camera_Soft_Button	Atl Atl High PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SD_Presence	Proxi & Configuration	0					SD_Presence	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SDARS_Presence	Proxi & Configuration	0	SDARS present				SDARS_Presence	PROXI	Proxi: SDARS_Presence 0= Absent 1= Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SDWConfiguration	Proxi & Configuration	0	SDW Present				Side_Distance_Warning	PROXI			Atlantis & Atlantis High	ATL_HIGH_EMPTY
SelectSpeedControl	Proxi & Configuration	0	Select Speed Control present				Selec_Speed_Control_Feature	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Semi_Automatic_Parking_System	Proxi & Configuration	0	ParkAssist - Semi Automatic Parking System				Semi_Automatic_Parking_System	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Side_Distance_Warning	Proxi & Configuration	0	ParkSense				Side_Distance_Warning	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SMMD_Present	Proxi & Configuration	0					CAN node 83 (SMMD)	PROXI	0 = Absent 1 = Present		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Sound_Generator_Profile	Proxi & Configuration	0					Sound_Generator_Profile	PROXI	$00 = Not Present $01 = Default EQ Sets $D0 = ESE_M182_BASE_L4_EQ.xml $D1 = ESE_M182_BASE_V6_EQ.xml $D2 = ESE_M182_AMP17_L4_EQ.xml $D3 = ESE_M182_AMP17_V6_EQ.xml $D4 = ESS_M182_AMP17_BEV_EQ.xml $D5 = ESE_M182_AMP24_L4_EQ.xml $D6 = ESE_M182_AMP24_V6_EQ.xml $D7 = ESS_M182_AMP24_BEV_EQ.xml $D8 = ESE_M189G_AMP17_V6_EQ.xml $D9 = ESS_M189G_AMP17_BEV_EQ.xml $DA = ESE_M189G_AMP24_V6_EQ.xml $DB = ESS_M189G_AMP24_BEV_EQ.xml $DC = ESE_M189GC_AMP17_V6_EQ.xml $DD = ESS_M189GC_AMP17_BEV_EQ.xml $DE = ESE_M189GC_AMP24_V6_EQ.xml $DF = ESS_M189GC_AMP24_BEV_EQ.xml	The enumerations have been updated in V1.17	Atlantis & Atlantis High	ATL_HIGH_EMPTY
Sound_Zone_Present	Proxi & Configuration	0									Atlantis & Atlantis High	
Special_Brand_Configuration	Proxi & Configuration	0					Special_Brand_Configuration	PROXI	0 = No Special Brand 1 = Brand 1 2 = Brand 2 3 = Amazon		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Speedometer_Range	Proxi & Configuration	0	Feature present				Speedometer_Range	PROXI	see proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
Splashscreen_Type	Proxi & Configuration	0	Splashscreen Type				Audio_Brand	PROXI	see proxi file		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SRRP_Presence	Proxi & Configuration	0	Inform the HU if the BSIS feature is enabled in the vehicle.				CAN node 25 (SRRP)	PROXI	See proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SRRP2_Presence	Proxi & Configuration	0	Inform the HU if the BSIS feature is enabled in the vehicle.				CAN node 33 (SRRP2)	PROXI	See proxi		Atlantis & Atlantis High	ATL_HIGH_EMPTY
SteeringWheelButtonGroups	Proxi & Configuration	0	Identifies the steering wheel commands configuration (position, number of switches, etc...).				Infotainment_Configuration_7.RRM_VPx_Steering_Wheel_Command_Type		0 = Absent 1 = Standard 6 Buttons 2 = Standard 8 Buttons 3 = Standrad 10 Buttons 4 = 14_LIN_button_EMEA 5 = 14_LIN_button_NAFTA # = Not Used		Atlantis & Atlantis High	ATL_HIGH_EMPTY|TRUNCATED_ENUM
