lid	sheet	row	scope	message	signal	can	fmt
USTotalFrames	CAN Mapping	2271	Atlantis(&High)	HUReq_SSID	TotalFrameNumber		Atlantis\n4 bit signal\n\n0 = Frame1\n1 = Frame2\n2 = Frame3\n3 = Frame4\n4 = Frame5\n5 = Frame6\n6 = Frame7\n7 = Frame8\n8 = Frame9\n9 = Frame10\n10 = Frame11\n11 = Frame12\n12 = Frame13\n13 = Frame14\n14 = Frame15\n15 = Frame16
V2H_Instant_Power_Draw	CAN Mapping	2272	Atlantis High	POWER_PANEL_EVCU	V2H_Instant_Power_Draw	FD	Units: Kw\nRange: 0.0 - 409.5\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2H_MaxEnergyDrawable	CAN Mapping	2273	Atlantis High	POWER_PANEL_EVCU	V2H_MaxEnergyDrawable	FD	Units: Kw\nRange: 0.0 - 409.5\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2H_Mode_Req	CAN Mapping	2274	Atlantis High	POWER_PANEL_HU	V2H_Mode_Req	FD	0 = Battery Only\n1 = Battery and Engine\n
V2H_mode_Sts	CAN Mapping	2275	Atlantis High	POWER_PANEL_EVCU	V2H_mode_Sts	FD	0 = Battery Only\n1 = Battery and Engine
V2H_Req	CAN Mapping	2276	Atlantis High	POWER_PANEL_HU	V2H_Req	FD	0 - Disable\n1 - Enable
V2H_Reserve_Battery	CAN Mapping	2277	Atlantis High	POWER_PANEL_EVCU	V2H_Reserve_Battery	FD	Units: %\nRange: 0 - 100 (21 - 31 reserved)\nFactor/Resolution: 5\nSNA = NA\nCyclic Rate (ms) = 1000
V2H_Reserve_Battery_Sts	CAN Mapping	2278	Atlantis High	V2X_EVCU	V2H_Reserve_Battery_Sts	FD	Unit = %
V2H_Status	CAN Mapping	2279	Atlantis High	POWER_PANEL_EVCU	V2H_Status	FD	0 - Inactive\n1 - Active\n2 - Active & Ready\n3 - Transferring Power\n4 - Transfer Interrupted\n5 - Transfer Complete\n6 - Transfer Requested\n7 - Reserved for future use
V2H_Submit	CAN Mapping	2280	Atlantis High	POWER_PANEL_HU	V2H_Submit	FD	0 - No submit request\n1 - Submit request
V2H_Total_Power_Time_days	CAN Mapping	2281	Atlantis High	POWER_PANEL_EVCU	V2H_Total_Power_Time_days	FD	Units: Day\nRange: 0 to 127\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2H_Total_Power_Time_hours	CAN Mapping	2282	Atlantis High	POWER_PANEL_EVCU	V2H_Total_Power_Time_hours	FD	Units: hour\nRange: 0 to 24\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2H_Total_Power_Time_minutes	CAN Mapping	2283	Atlantis High	POWER_PANEL_EVCU	V2H_Total_Power_Time_minutes	FD	Units: min\nRange: 0 to 60\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2L_All_Req	CAN Mapping	2284	Atlantis High	POWER_PANEL_HU	V2L_All_Req	FD	0 - Disable\n1 - Enable
V2L_Frunk_MaxEnergyDrawable	CAN Mapping	2285	Atlantis High	POWER_PANEL_EVCU	V2L_Frunk_MaxEnergyDrawable	FD	Units: kW\nRange: 0.0 - 12.0\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2L_Frunk_Req	CAN Mapping	2286	Atlantis High	POWER_PANEL_HU	V2L_Frunk_Req	FD	0 - Disable\n1 - Enable
V2L_Frunk_Status	CAN Mapping	2287	Atlantis High	POWER_PANEL_EVCU	V2L_Frunk_Status	FD	0 - Inactive\n1 - Active\n2 - Active & Ready\n3 - Transferring Power\n4 - Transfer Interrupted\n5 - Transfer Complete\n6 - Transfer Requested\n7 - Fault
V2L_Instant_Power_Draw_Frunk	CAN Mapping	2288	Atlantis High	POWER_PANEL_EVCU	V2L_Instant_Power_Draw_Frunk	FD	Units: kW\nRange: 0.0 - 12.0\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2L_Instant_Power_Draw_Trunk	CAN Mapping	2289	Atlantis High	POWER_PANEL_EVCU	V2L_Instant_Power_Draw_Trunk	FD	Units: kW\nRange: 0.0 - 12.0\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2L_Mode_Req	CAN Mapping	2290	Atlantis High	POWER_PANEL_HU	V2L_Mode_Req	FD	0 = Battery Only\n1 = Battery and Engine\n
V2L_mode_Sts	CAN Mapping	2291	Atlantis High	POWER_PANEL_EVCU	V2L_mode_Sts	FD	0 = Battery Only\n1 = Battery and Engine
V2L_Reserve_Battery	CAN Mapping	2292	Atlantis High	POWER_PANEL_HU	V2L_Reserve_Battery	FD	Units: %\nRange: 0 - 100 (21 - 31 reserved)\nFactor/Resolution: 5\nSNA = NA\nCyclic Rate (ms) = 1000
V2L_Submit	CAN Mapping	2293	Atlantis High	POWER_PANEL_HU	V2L_Submit	FD	0 - No submit request\n1 - Submit request
V2L_Total_Power_Time_days	CAN Mapping	2294	Atlantis High	POWER_PANEL_EVCU	V2L_Total_Power_Time_days	FD	Units: Day\nRange: 0 to 127\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2L_Total_Power_Time_hours	CAN Mapping	2295	Atlantis High	POWER_PANEL_EVCU	V2L_Total_Power_Time_hours	FD	Units: hour\nRange: 0 to 24\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2L_Total_Power_Time_minutes	CAN Mapping	2296	Atlantis High	POWER_PANEL_EVCU	V2L_Total_Power_Time_minutes	FD	Units: min\nRange: 0 to 60\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2L_Trunk_MaxEnergyDrawable	CAN Mapping	2297	Atlantis High	POWER_PANEL_EVCU	V2L_Trunk_MaxEnergyDrawable	FD	Units: kW\nRange: 0.0 - 12.0\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2L_Trunk_Req	CAN Mapping	2298	Atlantis High	POWER_PANEL_HU	V2L_Trunk_Req	FD	0 - Disable\n1 - Enable
V2L_Trunk_Status	CAN Mapping	2299	Atlantis High	POWER_PANEL_EVCU	V2L_Trunk_Status	FD	0 - Inactive\n1 - Active\n2 - Active & Ready\n3 - Transferring Power\n4 - Transfer Interrupted\n5 - Transfer Complete\n6 - Transfer Requested\n7 - Fault
V2V_Instant_Power_Draw	CAN Mapping	2300	Atlantis High	POWER_PANEL_EVCU	V2V_Instant_Power_Draw	FD	Units: kW\nRange: 0.0 - 24.0\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2V_MaxEnergyDrawable	CAN Mapping	2301	Atlantis High	POWER_PANEL_EVCU	V2V_MaxEnergyDrawable	FD	Units: Kw\nRange: 0.0 - 409.5\nFactor/Resolution: 0,1\nSNA = NA\nCyclic Rate (ms) = 1000\n
V2V_Mode_Req	CAN Mapping	2302	Atlantis High	POWER_PANEL_HU	V2V_Mode_Req	FD	0 = Battery Only\n1 = Battery and Engine\n
V2V_mode_Sts	CAN Mapping	2303	Atlantis High	POWER_PANEL_EVCU	V2V_mode_Sts	FD	0 = Battery Only\n1 = Battery and Engine
V2V_Req	CAN Mapping	2304	Atlantis High	POWER_PANEL_HU	V2V_Req	FD	0 - Disable\n1 - Enable
V2V_Reserve_Battery	CAN Mapping	2305	Atlantis High	POWER_PANEL_EVCU	V2V_Reserve_Battery	FD	Units: %\nRange: 0 - 100 (21 - 31 reserved)\nFactor/Resolution: 5\nSNA = NA\nCyclic Rate (ms) = 1000
V2V_Status	CAN Mapping	2306	Atlantis High	POWER_PANEL_EVCU	V2V_Status	FD	0 - Inactive\n1 - Active\n2 - Active & Ready\n3 - Transferring Power\n4 - Transfer Interrupted\n5 - Transfer Complete\n6 - Transfer Requested\n7 - Reserved for future use
V2V_Submit	CAN Mapping	2307	Atlantis High	POWER_PANEL_HU	V2V_Submit	FD	0 - No submit request\n1 - Submit request
V2V_Total_Power_Time_days	CAN Mapping	2308	Atlantis High	POWER_PANEL_EVCU	V2V_Total_Power_Time_days	FD	Units: Day\nRange: 0 to 127\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2V_Total_Power_Time_hour	CAN Mapping	2309	Atlantis High	POWER_PANEL_EVCU	V2V_Total_Power_Time_hour	FD	Units: hour\nRange: 0 to 24\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
V2V_Total_Power_Time_minutes	CAN Mapping	2310	Atlantis High	POWER_PANEL_EVCU	V2V_Total_Power_Time_minutes	FD	Units: min\nRange: 0 to 60\nSNA = NA\nCyclic Rate (ms): 1000\nFactor: 1\n
VALET_LK_OUT	CAN Mapping	2314	Atlantis High	BCM_FD_12	VALET_LK_OUT	FD	0 = FALSE\n1 = TRUE
ValetMode_SPAAK	CAN Mapping	2315	Atlantis High	RFHUB_FD_1	ValetMode_SPAAK	FD	See dbc
VehAccel_X	CAN Mapping	2316	Atlantis High	BRAKE_FD_2	LongAcceleration_BSM	FD	See dbc
VehAccel_Y	CAN Mapping	2317	Atlantis High	BRAKE_FD_2	LatAcceleration_BSM	FD	See dbc
VehicleAccelerationOffsets	CAN Mapping	2318	Atlantis(&High)		usage		 
VehicleAccelerationOffsets	CAN Mapping	2319	Atlantis(&High)		usage		 
VehicleArchInfo	CAN Mapping	2320	Atlantis High	ARCH_INFO	VehicleArchitectureInfo	BH-CAN	
VehicleSpeedVSOSig	CAN Mapping	2321	Atlantis High	BRAKE_FD_2	VehicleSpeedVSOSig	FD	13 bit signal\n\nUnits are Km/h\nOffset = 0\nFactor = 0.0625\nRange = 0 to 511.875\n\nSNA = 8191
VehPerfAccel_X	CAN Mapping	2322	Atlantis High	BRAKE_FD_2	LongAcceleration_BSM	FD	12 bit signal\nOffset -40.96\n-40.96 - +40.92 m/ s^2\nresolution 0.02 m/ s^2\n
VehPerfAccel_Y	CAN Mapping	2323	Atlantis High	BRAKE_FD_2	LatAcceleration_BSM	FD	12 bit signal\nOffset -40.96\n-40.96 - +40.92 m/ s^2\nresolution 0.02 m/ s^2\n
VehPerfAccelPeak_X_Neg	CAN Mapping	2324	Atlantis High	IPC_FD_7	VehPerfAccelPeak_X_Neg	FD	
VehPerfAccelPeak_X_Pos	CAN Mapping	2325	Atlantis High	IPC_FD_7	VehPerfAccelPeak_X_Pos	FD	
VehPerfAccelPeak_Y_Neg	CAN Mapping	2326	Atlantis High	IPC_FD_7	VehPerfAccelPeak_Y_Neg	FD	
VehPerfAccelPeak_Y_Pos	CAN Mapping	2327	Atlantis High	IPC_FD_7	VehPerfAccelPeak_Y_Pos	FD	
VehSpd_MPH	CAN Mapping	2328	Atlantis High	IPC_FD_5	VehSpd_MPH	FD	0 = kph\n1 = mph
VehSpdDisp	CAN Mapping	2329	Atlantis High	IPC_FD_5	VehSpdDisp	FD	16 bit signal\n\nOffset = 0\nFactor = 1\nRange is 0 to 65534\n\nSNA = 65535
VentedSeatFL	CAN Mapping	2330	Atlantis High	STATUS_CSWM	FL_VS_STATFailSts	CAN-B	STATFailSts\n0 = Fail_Not_Present\n1= Fail Present\n\nSTATSts\n0 = Vented_seat_off\n1 = Vented_seat_low\n2 = Vented_seat_medium\n3 = Vented_seat_high
VentedSeatFL	CAN Mapping	2330	Atlantis High	STATUS_CSWM	FL_VS_STATSts		STATFailSts\n0 = Fail_Not_Present\n1= Fail Present\n\nSTATSts\n0 = Vented_seat_off\n1 = Vented_seat_low\n2 = Vented_seat_medium\n3 = Vented_seat_high
VentedSeatFR	CAN Mapping	2331	Atlantis High	STATUS_CSWM	FR_VS_STATSts	CAN-B	ATLANTIS\n2 bit signal\n0 = Vented_seat_off\n1 = Vented_seat_low\n2 = Vented_seat_medium\n3 = Vented_seat_high
VentedSeatFR	CAN Mapping	2331	Atlantis High	STATUS_CSWM	FR_VS_STATFailSts		ATLANTIS\n2 bit signal\n0 = Vented_seat_off\n1 = Vented_seat_low\n2 = Vented_seat_medium\n3 = Vented_seat_high
VentedSeatRL	CAN Mapping	2332	Atlantis High	STATUS_CLIMATE9	RL_VS_STAT	BH-CAN	
VentedSeatRR	CAN Mapping	2333	Atlantis High	STATUS_CLIMATE9	RR_VS_STAT	BH-CAN	
VIN	CAN Mapping	2374	Atlantis High	VIN	VIN_MSG	FD	0 = VIN_LO\n1 = VIN_MID\n2 = VIN_HI\n3 = SNA
VIN_DATA	CAN Mapping	2375	Atlantis High	VIN	VIN_DATA	FD	56 bit signal used to transmit VIN information
Virtual_Memory_Seats_Sv_Rc	CAN Mapping	2376	Atlantis High	RADIO_B4	Mem_Seat_Sv_Rc_Req	CAN-B	0=No_request\n1=Save\n2=Recall\n3=SNA
VirtualConcertHall_Sts	CAN Mapping	2377	Atlantis High		VirtualConcertHall_Sts	CAN-BH	\n0 = Off\n1 = Slot 1\n2 = Slot 2\n3 = Slot 3\n4 = Slot 4\n5 = Slot 5\n6 = Slot 6\n7 = Slot 7
VirtualGear	CAN Mapping	2378	Atlantis High	ENGINE_SIMULATOR1	Virtual_Gear_PT	CAN-BH	0-NO_shift\n1-Upshift\n2-Downshift\n3-NA
VirtualRPM	CAN Mapping	2379	Atlantis High	ENGINE_SIMULATOR5	Virtual_MCP_RPM	CAN-BH	
VirtualTorque	CAN Mapping	2380	Atlantis High	ENGINE_SIMULATOR5	Virtual_Torque_PT	CAN-BH	
Visual_Warning	CAN Mapping	2381	Atlantis High		pending	FD	
Visual_Warning_Sts	CAN Mapping	2382	Atlantis High		pending	FD	
VoiceRecognitionStatus	CAN Mapping	2383	Atlantis High	STATUS_TELEMATIC	VRSts	CAN-B	0 = Not_Active\n1 = Active
VolumeENT	CAN Mapping	2384	Atlantis High	TELEMATIC_FD_13	AUD_LVL	FD	8 bit signal\n\nUnits are levels\nOffset = 0\nFactor = 1\nRange is 0 to 38\n\n255 = SNA
VolumeINFO1	CAN Mapping	2385	Atlantis High	TELEMATIC_FD_13	INFO1_AUD_LVL	FD	8 bit signal\n\nUnits are levels\nOffset = 0\nFactor = 1\nRange is 0 to 38\n\n255 = SNA
VolumeINFO2	CAN Mapping	2386	Atlantis High	TELEMATIC_FD_13	INFO2_AUD_LVL	FD	8 bit signal\n\nUnits are levels\nOffset = 0\nFactor = 1\nRange is 0 to 38\n\n255 = SNA
VolumeSCV	CAN Mapping	2387	Atlantis High	TELEMATIC_FD_13	SCV_LVL	FD	0 = OFF\n1 = LVL_1\n2 = LVL_2\n3 = LVL_3\n4 = LVL_4\n5 = LVL_5\n6 = LVL_6\n7 = SNA
VR_Blower_Req	CAN Mapping	2390	Atlantis High	RADIO_B3	VR_Blower_Req	CAN B	1h: Active\n0h: Not Active
VR_Blower_Stat	CAN Mapping	2391	Atlantis High	STATUS_CLIMATE8	VR_Blower_Stat	CAN B	0h: Normal_blower_operation\n1h: Blower_Level_Reduced\n2h: Blower_Level_Reduction_NOT_Allowed\n3h: Pending/Delayed\n7h: Signal not available / SNA]\n
VRM_AUD_MD_CAB	CAN Mapping	2392	Atlantis High	VRM_FD_1	VRM_AUD_MD_CAB	FD	0 = NONE\n1 = VES_DVD1_SEL\n2 = VES_USB_SEL\n3 = VES_HDMI1_SEL\n4 = VES_HDMI2_SEL\n5 = VES_HDMI3_SEL\n6 = ES_WIFI_SEL\n14 = IR_OFF\n15 = SNA
VRM_Audio_Active	CAN Mapping	2393	Atlantis High	VRM_FD_1	VRM_Audio_Active	FD	0 = Not_Active\n1 = Active
VRM_H_SIZE	CAN Mapping	2394	Atlantis High	VRM_FD_1	VRM_H_SIZE	FD	16 bit signal\n\nInitial Value = 1600\n65535 = SNA
VRM_HVACJumpVAL	CAN Mapping	2395	Atlantis High	VRM_FD_1	TGW_JUMP_FUNC_HVAC_VRM	FD	7 bit signal\n\nSee SR documents for usage\n127 = SNA
VRM_IR1_AUD_MD	CAN Mapping	2396	Atlantis High	VRM_FD_1	VRM_IR1_AUD_MD	FD	0 = NONE\n1 = VES_DVD1_SEL\n2 = VES_USB_SEL\n3 = VES_HDMI1_SEL\n4 = VES_HDMI2_SEL\n5 = VES_HDMI3_SEL\n6 = ES_WIFI_SEL\n14 = IR_OFF\n15 = SNA
VRM_IR2_AUD_MD	CAN Mapping	2397	Atlantis High	VRM_FD_1	VRM_IR2_AUD_MD	FD	0 = NONE\n1 = VES_DVD1_SEL\n2 = VES_USB_SEL\n3 = VES_HDMI1_SEL\n4 = VES_HDMI2_SEL\n5 = VES_HDMI3_SEL\n6 = ES_WIFI_SEL\n14 = IR_OFF\n15 = SNA
VRM_JUMP_FUNC	CAN Mapping	2399	Atlantis High	VRM_FD_1	VRM_JUMP_FUNC	FD	24 bit signal\n\nSee SR documents for usage
VRM_PT_CAB_DR	CAN Mapping	2400	Atlantis High	VRM_FD_1	VRM_PT_CAB_DR	FD	1 bit signal
VRM_RDC2_STAT	CAN Mapping	2404	Atlantis High	VRM_FD_1	VRM_RDC2_STAT	FD	0 = DISP_OFF\n1 = DISP_CLS\n2 = DISP_NORMAL\n3 = DISP_DVD_MENU\n4 = DISP_DVD_SETUP\n5 = DISP_DVD_DISP\n6 = DISP_MD_SEL\n7 = DISP_REAR_CAMERA\n8 = ON_BLANK\n9 = DISP_SPLSH\n10 = DISP_VES_HMI\n11 = DISP_VES_VIDEO\n12 = ISP_VRM_PRGM\n13 = ISP_VRM_Video\n14 = ISP_VRM_CAMERA\n15 = SNA
VRM_RearHVACAuto_Req	CAN Mapping	2405	Atlantis High	VRM_FD_1	R_AUTO_SW_RQ_VRM	FD	0 = Not_Pressed\n1 = Pressed
VRM_RearHVACFunc_Req	CAN Mapping	2406	Atlantis(&High)	VRM_CLIMATE_SETUP	VRM_RearHVACFunc_Req		
VRM_RearModeFloor_Req	CAN Mapping	2408	Atlantis High	VRM_FD_1	VRM_RearModeFloor_Req	FD	0 = Not_Active\n1 = Active
VRM_RearModePanel_Req	CAN Mapping	2409	Atlantis High	VRM_FD_1	VRM_RearModePanel_Req	FD	0 = Not_Active\n1 = Active
VRM_RQ1	CAN Mapping	2410	Atlantis High	VRM_FD_1	VRM_RQ1	FD	8 bit signal\n\n0 = NO_FUNC_RQ\n255 = SNA
VRM_RQ3	CAN Mapping	2412	Atlantis High	VRM_FD_1	VRM_RQ3	FD	8 bit signal\n\n0 = NO_FUNC_RQ\n255 = SNA
VRM_RSP	CAN Mapping	2413	Atlantis High	VRM_FD_1	VRM_RSP	FD	8 bit signal\n\n0 = RSP_NONE\n255 = SNA
VRM_V_SIZE	CAN Mapping	2414	Atlantis High	VRM_FD_1	VRM_V_SIZE	FD	16 bit signal\n\nInitial Value = 1152\n65535 = SNA
VRM_Video_Active	CAN Mapping	2415	Atlantis High	VRM_FD_1	VRM_Video_Active	FD	0 = Not_Active\n1 = Active
VRMRearHvacMode_Req	CAN Mapping	2416	Atlantis(&High)	VIDEO1	R_HVAC_MD_RQ_VRM		Atlantis\n4 bit signal\n\n0 = NO_CHANGE\n1 = DEFR_MD\n2 = MIX_DEFR_MID_MD\n3 = MIX_MD\n4 = FLR_MIX_MID_MD\n5 = FLR_MD\n6 = BI_LVL_FLR_MID_MD\n7 = BI_LVL_MD\n8 = PNL_BI_LVL_MID_MD\n9 = PNL_MD\n15 = SNA
VSIMMuteReq	CAN Mapping	2418	Atlantis High	VSIM_FD_1	AudioMuteRq	FD	ATLANTIS\n1 bit signal\n0 = Not_Mute\n1 =  Mute
WakeupRes_TGW	CAN Mapping	2420	Atlantis High	NWM_TELEMTATIC_V2	SystemStatus_Telematic	CAN-B	ATLANTIS\n2 bit signal\n0 = Wake_up\n1 = Not_Used\n2 = StayActive\n3 = Not_Used
WakeupRsn_TBM	CAN Mapping	2421	Atlantis High	NM_TBM	CBV_bit4_ActiveWakeupBit		
Warning_MotorA_Overtemp	CAN Mapping	2422	Atlantis High	HYBRID_RM_MOTORS	Warning_MotorA_Overtemp	FD	See dbc
Warning_MotorB_Overtemp	CAN Mapping	2423	Atlantis High	HYBRID_RM_MOTORS	Warning_MotorB_Overtemp	FD	See dbc
Warning_PackTempHigh	CAN Mapping	2424	Atlantis High	HVBATTERY_RM_CHARGING1	Warning_PackTempHigh	FD	See dbc
WarningLightEvent	CAN Mapping	2425	Atlantis High	ENGINE_FD_7	OilPressureSts	FD	ATLANTIS\n1 bit signal (OilPressureSts)\n0 = Normal Pressure\n1 = Low Pressure\n\n1 bit signal (OilPressureFailSts)\n0 = Fail_Not_Present\n1 = Fail_Present
WarningLightEvent	CAN Mapping	2425	Atlantis High	ENGINE_FD_7	OilPressureFailSts		ATLANTIS\n1 bit signal (OilPressureSts)\n0 = Normal Pressure\n1 = Low Pressure\n\n1 bit signal (OilPressureFailSts)\n0 = Fail_Not_Present\n1 = Fail_Present
"WashFluidLow
WashLightWarningSts
LowWasherFluid"	CAN Mapping	2426	Atlantis High	STATUS_BH_BCM1	WashLightWarningSts	CAN-B	ATLANTIS\n1 bit signal\n0 = Not active\n1 = Active
Water_In_Fuel_Stat	CAN Mapping	2427	Atlantis High	IPC_FD_3	WATER_IN_FUEL_STAT	FD	0 = Off\n1 = On\n2 = Blinking\n3 = SNA
Wheel_Pulse_FL	CAN Mapping	2442	Atlantis High	BRAKE_FD_3	LHF_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2442	Atlantis High	BRAKE_FD_3	LHF_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2442	Atlantis High	STATUS_CCAN2	LHF_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2442	Atlantis High	STATUS_CCAN2	LHF_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2443	Atlantis High	BRAKE_FD_3	LHF_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2443	Atlantis High	BRAKE_FD_3	LHF_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2443	Atlantis High	STATUS_CCAN2	LHF_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FL	CAN Mapping	2443	Atlantis High	STATUS_CCAN2	LHF_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2444	Atlantis High	BRAKE_FD_3	RHF_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2444	Atlantis High	BRAKE_FD_3	RHF_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2444	Atlantis High	STATUS_CCAN2	RHF_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2444	Atlantis High	STATUS_CCAN2	RHF_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2445	Atlantis High	BRAKE_FD_3	RHF_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2445	Atlantis High	BRAKE_FD_3	RHF_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2445	Atlantis High	STATUS_CCAN2	RHF_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_FR	CAN Mapping	2445	Atlantis High	STATUS_CCAN2	RHF_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2446	Atlantis High	BRAKE_FD_3	LHR_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2446	Atlantis High	BRAKE_FD_3	LHR_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2446	Atlantis High	STATUS_CCAN2	LHR_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2446	Atlantis High	STATUS_CCAN2	LHR_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2447	Atlantis High	BRAKE_FD_3	LHR_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2447	Atlantis High	BRAKE_FD_3	LHR_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2447	Atlantis High	STATUS_CCAN2	LHR_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RL	CAN Mapping	2447	Atlantis High	STATUS_CCAN2	LHR_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2448	Atlantis High	BRAKE_FD_3	RHR_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2448	Atlantis High	BRAKE_FD_3	RHR_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2448	Atlantis High	STATUS_CCAN2	RHR_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2448	Atlantis High	STATUS_CCAN2	RHR_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2449	Atlantis High	BRAKE_FD_3	RHR_FastPulseCounter	FD	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2449	Atlantis High	BRAKE_FD_3	RHR_WheelSensorFailSts	CAN-B	8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2449	Atlantis High	STATUS_CCAN2	RHR_FastPulseCounter		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
Wheel_Pulse_RR	CAN Mapping	2449	Atlantis High	STATUS_CCAN2	RHR_WheelSensorFailSts		8 bit signal\n0 - 254 impulse\nresolution= 1 pulse\n
WheelPulse (Fail Sts)	CAN Mapping	2450	Atlantis High	BRAKE_FD_3	LHF_WheelSensorFailSts	FD	Atlantis\n1 bit signal\n0 = Fail_Not_Present\n1 = Fail_Present
WiFiClientMode	CAN Mapping	2452	Atlantis High	GLOB_TLM	WiFi_Client_Mode	FD	0 = Off\n1 = On\n3 = SNA
WiFiClientModeReset	CAN Mapping	2453	Atlantis High	GLOB_TLM	WiFi_Client	FD	0 = No_Request\n1 = Request_to_reset\n3 = SNA
WiFiClientModeResponse	CAN Mapping	2454	Atlantis High	TBM_FD_2	WiFi_Client_Mode_Confirm	FD	0 = Off\n1 = On\n3 = SNA
Wi-Fifail	CAN Mapping	2456	Atlantis High	TBM_SCHEDULE_FD_2	WiFiFailSts	FD	0 = Fail_Not_Present\n1 = Fail_Present
WiFiNetwork1	CAN Mapping	2457	Atlantis High	TBM_FD_2	NETWORK_CHAR_1	FD	8 bit signal
